table0_id;table0A;table0B;table0C;table0D;table0E
58080;371;849;753;579;271
58081;246;724;462;568;431
58082;407;996;574;999;725
58083;518;273;944;176;769
58084;666;416;401;448;39
58085;490;232;319;638;785
58086;840;708;595;843;371
58087;240;456;990;251;266
58088;228;455;135;983;897
58089;848;949;368;196;324
58090;121;160;978;707;578
58091;602;16;908;195;388
58092;992;907;505;876;807
58093;71;730;833;911;24
58094;695;354;795;117;118
58095;752;885;761;7;908
58096;278;970;827;688;828
58097;70;727;649;532;381
58098;410;106;246;193;544
58099;596;68;381;381;61
58100;583;26;261;310;90
58101;420;898;665;564;67
58102;844;160;895;245;497
58103;969;296;774;927;77
58104;403;888;836;764;420
58105;620;785;611;101;132
58106;631;999;543;399;878
58107;573;472;402;914;180
58108;713;773;281;917;49
58109;627;875;482;379;122
58110;388;395;909;629;719
58111;70;825;915;284;629
58112;70;927;360;108;19
58113;571;612;314;741;739
58114;505;500;386;627;463
58115;922;611;992;560;753
58116;264;792;522;609;469
58117;588;12;839;220;438
58118;57;878;387;364;763
58119;631;426;751;175;261
58120;201;749;840;788;380
58121;935;730;360;382;478
58122;121;530;944;672;896
58123;284;603;60;42;790
58124;322;593;293;223;818
58125;14;923;511;182;792
58126;166;456;288;534;566
58127;601;755;282;995;763
58128;206;583;769;414;527
58129;659;16;397;77;55
58130;231;74;907;544;29
58131;158;629;975;430;437
58132;784;504;140;297;11
58133;727;324;636;645;676
58134;694;327;310;504;941
58135;640;382;275;480;184
58136;830;534;422;832;864
58137;757;265;11;774;953
58138;151;811;426;694;989
58139;155;201;511;73;902
58140;686;36;180;342;772
58141;492;851;671;317;647
58142;523;703;509;564;531
58143;724;604;755;812;280
58144;232;430;238;961;332
58145;183;686;21;975;759
58146;279;86;987;734;657
58147;721;745;430;744;981
58148;638;837;545;263;382
58149;63;856;793;901;245
58150;756;184;236;475;740
58151;666;674;857;707;798
58152;28;773;50;322;404
58153;552;821;330;136;959
58154;17;433;463;509;400
58155;545;426;986;978;792
58156;306;636;113;525;567
58157;409;393;946;487;906
58158;569;833;713;817;463
58159;721;395;772;918;238
58160;894;352;619;585;214
58161;705;960;959;911;523
58162;371;640;249;493;243
58163;317;922;749;788;322
58164;755;841;61;477;852
58165;592;657;420;889;956
58166;469;394;663;677;825
58167;499;33;155;345;531
58168;850;188;569;881;125
58169;702;957;915;748;881
58170;481;709;936;102;614
58171;719;793;537;513;401
58172;529;315;72;578;99
58173;731;820;90;581;934
58174;875;251;150;738;437
58175;238;700;213;845;894
58176;321;221;945;586;102
58177;286;854;300;220;812
58178;449;387;795;856;676
58179;334;816;680;732;743
58180;769;880;252;502;963
58181;471;289;894;102;580
58182;544;674;954;891;778
58183;476;121;924;155;759
58184;262;658;344;620;622
58185;261;946;182;336;96
58186;395;64;389;270;611
58187;864;471;110;217;903
58188;27;44;509;358;789
58189;633;476;808;104;785
58190;985;42;638;738;184
58191;22;160;99;963;553
58192;756;611;551;860;380
58193;799;356;510;710;707
58194;229;958;727;838;108
58195;544;211;509;551;475
58196;250;969;125;287;121
58197;195;142;69;72;930
58198;430;805;145;372;936
58199;609;505;97;181;189
58200;815;786;886;805;888
58201;292;945;844;878;610
58202;297;937;656;70;998
58203;838;393;404;291;799
58204;272;23;260;582;932
58205;683;367;486;441;732
58206;314;986;89;672;574
58207;235;956;806;732;10
58208;418;970;381;64;427
58209;842;311;229;962;51
58210;914;219;204;552;496
58211;378;402;867;470;142
58212;848;944;306;188;443
58213;52;536;736;39;531
58214;918;839;451;618;838
58215;681;708;539;280;957
58216;597;82;992;381;600
58217;365;697;444;320;345
58218;852;447;269;649;527
58219;436;388;841;19;236
58220;428;664;478;370;899
58221;872;628;575;539;364
58222;562;762;282;487;636
58223;297;444;977;497;540
58224;730;222;620;488;179
58225;818;924;459;977;650
58226;59;686;319;218;491
58227;40;233;502;661;970
58228;344;772;36;302;893
58229;453;910;446;890;757
58230;89;789;439;461;868
58231;302;39;981;132;891
58232;329;976;344;328;176
58233;435;186;721;787;854
58234;636;545;849;503;358
58235;363;834;324;903;267
58236;784;385;701;828;733
58237;476;638;225;387;509
58238;456;402;966;522;849
58239;575;233;760;552;930
58240;611;334;712;981;603
58241;837;718;628;277;805
58242;940;830;410;249;682
58243;422;677;833;559;700
58244;374;593;485;145;989
58245;812;343;287;539;828
58246;749;49;346;970;743
58247;766;856;840;899;532
58248;97;547;984;142;103
58249;8;793;530;858;950
58250;432;752;22;947;577
58251;556;260;933;147;339
58252;120;676;484;897;844
58253;479;276;304;777;489
58254;189;454;778;62;190
58255;486;691;914;906;690
58256;132;344;541;877;606
58257;220;928;375;721;300
58258;864;606;417;411;244
58259;318;606;615;467;671
58260;441;375;97;10;494
58261;897;534;324;578;396
58262;229;896;603;280;106
58263;154;589;255;407;30
58264;273;207;998;783;494
58265;991;763;196;334;96
58266;163;963;319;367;545
58267;400;762;415;640;69
58268;625;881;543;593;336
58269;393;48;64;88;218
58270;730;878;27;259;571
58271;660;780;445;577;816
58272;564;541;974;425;217
58273;976;405;924;364;577
58274;671;118;648;455;306
58275;994;149;514;631;70
58276;294;943;184;832;474
58277;442;353;764;976;451
58278;686;359;467;283;69
58279;480;132;192;938;336
58280;148;954;570;961;823
58281;433;308;849;869;241
58282;755;657;127;7;489
58283;374;289;797;868;605
58284;207;858;24;555;38
58285;981;725;43;120;471
58286;445;135;328;495;165
58287;416;944;159;433;717
58288;18;357;613;783;124
58289;377;728;326;453;418
58290;162;52;366;282;39
58291;568;445;33;570;66
58292;141;264;807;24;857
58293;6;874;652;898;861
58294;537;564;315;680;783
58295;659;799;527;122;830
58296;414;998;622;97;380
58297;801;717;990;280;795
58298;926;946;522;313;671
58299;17;475;36;291;356
58300;458;380;706;719;449
58301;136;177;261;685;813
58302;278;955;254;592;50
58303;805;328;252;540;22
58304;871;89;422;232;573
58305;259;616;220;970;110
58306;649;684;258;386;44
58307;74;37;677;314;868
58308;709;311;457;776;727
58309;578;470;929;701;522
58310;385;789;732;220;26
58311;866;763;464;745;524
58312;644;245;911;660;260
58313;293;886;124;467;642
58314;739;309;934;137;106
58315;138;233;718;701;765
58316;944;201;398;563;193
58317;30;118;38;416;102
58318;542;275;110;824;218
58319;239;132;856;267;381
58320;366;529;615;482;932
58321;284;994;240;704;282
58322;280;494;509;280;16
58323;343;968;97;909;863
58324;950;275;941;383;235
58325;878;619;978;19;828
58326;300;81;630;996;625
58327;638;792;867;80;651
58328;911;702;209;51;390
58329;550;500;84;906;647
58330;167;803;262;15;934
58331;596;626;566;660;679
58332;21;578;873;745;702
58333;137;958;134;464;555
58334;825;178;514;350;124
58335;143;804;517;206;354
58336;31;396;810;623;60
58337;281;124;752;329;861
58338;660;800;472;40;845
58339;379;753;658;296;543
58340;794;577;315;594;394
58341;532;720;202;704;927
58342;780;421;410;24;424
58343;174;786;527;342;482
58344;725;572;858;133;656
58345;5;626;452;965;330
58346;964;777;467;206;161
58347;418;165;965;126;956
58348;269;767;767;869;384
58349;857;700;961;210;37
58350;669;983;392;245;472
58351;417;247;420;257;468
58352;213;26;879;744;887
58353;255;162;697;179;17
58354;308;473;972;325;19
58355;857;374;976;848;67
58356;981;146;904;82;756
58357;788;560;844;237;25
58358;175;12;794;342;360
58359;460;106;438;758;123
58360;260;931;888;281;341
58361;462;760;20;680;675
58362;620;92;189;388;268
58363;118;164;621;550;777
58364;222;320;446;720;719
58365;646;43;854;753;98
58366;922;841;403;331;791
58367;630;532;345;212;636
58368;597;980;632;570;763
58369;702;753;807;350;44
58370;463;921;689;850;417
58371;990;699;204;469;754
58372;782;420;256;788;269
58373;385;691;838;500;168
58374;662;598;841;862;899
58375;53;287;39;688;995
58376;989;700;75;896;198
58377;249;566;660;9;220
58378;609;746;159;661;487
58379;102;137;765;11;870
58380;948;612;684;308;736
58381;872;503;329;414;142
58382;383;127;470;803;690
58383;130;457;636;405;465
58384;911;567;186;384;590
58385;504;590;113;278;392
58386;36;209;719;484;652
58387;604;819;807;787;74
58388;102;424;465;333;34
58389;109;553;564;25;261
58390;697;710;896;489;924
58391;400;802;671;624;29
58392;185;924;355;955;336
58393;87;131;816;314;358
58394;843;904;753;15;734
58395;503;994;507;470;517
58396;635;344;7;716;267
58397;815;507;982;996;295
58398;469;651;863;374;218
58399;620;640;67;794;492
58400;916;578;702;921;512
58401;504;458;513;394;340
58402;806;198;507;415;635
58403;946;880;742;288;459
58404;709;483;754;849;368
58405;451;13;282;490;594
58406;291;848;674;233;617
58407;172;101;105;493;727
58408;40;92;451;858;194
58409;159;481;350;140;47
58410;587;266;444;617;554
58411;937;468;416;33;282
58412;109;829;390;771;977
58413;849;161;648;724;429
58414;374;252;897;88;309
58415;650;286;733;700;411
58416;363;378;374;216;209
58417;71;331;783;896;994
58418;41;367;528;725;33
58419;995;549;183;445;817
58420;479;910;537;823;133
58421;570;760;65;626;506
58422;791;980;347;77;208
58423;754;225;165;318;824
58424;365;138;38;39;97
58425;665;725;603;671;162
58426;843;867;364;192;28
58427;215;218;26;989;438
58428;495;698;36;757;916
58429;638;441;215;842;983
58430;934;909;877;723;968
58431;122;467;803;659;781
58432;783;941;28;358;813
58433;431;401;852;788;445
58434;754;848;429;71;602
58435;753;16;4;915;131
58436;304;400;169;106;818
58437;191;918;788;821;501
58438;5;914;419;64;876
58439;707;921;852;921;535
58440;32;137;685;692;155
58441;260;511;667;610;999
58442;844;691;749;751;118
58443;642;42;296;154;774
58444;372;506;825;991;122
58445;3;121;580;154;278
58446;853;147;118;680;658
58447;518;95;728;758;558
58448;98;990;354;328;765
58449;994;868;138;955;444
58450;572;825;677;572;360
58451;370;85;591;50;867
58452;54;122;851;415;257
58453;194;192;89;742;864
58454;228;397;731;217;920
58455;552;765;500;685;677
58456;579;83;797;846;41
58457;372;680;364;193;499
58458;315;739;939;169;604
58459;883;748;119;541;382
58460;523;443;107;96;431
58461;888;980;796;191;20
58462;382;818;17;495;325
58463;17;339;511;305;501
58464;125;661;953;988;714
58465;687;317;655;322;79
58466;168;419;844;197;801
58467;953;481;48;280;781
58468;731;941;349;11;420
58469;241;340;636;937;869
58470;433;317;805;132;525
58471;153;70;97;267;78
58472;601;437;154;662;37
58473;429;131;708;104;922
58474;990;549;752;520;635
58475;914;246;451;4;825
58476;806;652;155;135;577
58477;78;912;563;651;597
58478;261;217;382;278;504
58479;680;142;587;769;717
58480;416;91;728;882;169
58481;379;23;246;70;807
58482;833;200;205;771;215
58483;760;279;881;190;893
58484;366;136;771;43;874
58485;541;722;34;484;32
58486;947;978;681;809;744
58487;243;161;975;554;241
58488;448;421;419;767;739
58489;858;38;140;275;91
58490;651;255;762;214;133
58491;42;71;746;21;907
58492;530;644;93;705;321
58493;554;521;240;118;969
58494;933;863;900;574;557
58495;477;162;88;753;645
58496;916;856;496;431;164
58497;540;537;333;282;76
58498;645;389;378;930;626
58499;314;962;513;17;575
58500;951;740;547;615;707
58501;603;220;906;126;557
58502;997;194;439;985;811
58503;740;253;262;905;35
58504;378;809;438;570;401
58505;556;606;349;935;534
58506;978;834;339;511;575
58507;390;330;506;884;271
58508;45;128;500;950;397
58509;962;760;118;351;386
58510;406;622;145;615;377
58511;934;62;87;66;281
58512;710;922;648;591;767
58513;558;823;878;764;653
58514;935;776;503;329;357
58515;661;610;894;231;272
58516;377;822;762;495;44
58517;969;763;467;605;694
58518;965;270;367;547;746
58519;891;144;653;290;245
58520;759;867;479;732;993
58521;579;372;389;194;994
58522;443;121;320;350;257
58523;673;199;813;563;697
58524;109;917;851;44;881
58525;589;486;92;918;308
58526;901;138;863;939;398
58527;764;825;729;108;579
58528;583;441;132;302;199
58529;851;387;239;173;346
58530;651;450;449;985;51
58531;78;788;292;285;958
58532;322;851;608;276;538
58533;425;770;829;711;187
58534;604;749;996;870;363
58535;420;426;134;109;329
58536;876;256;90;115;797
58537;528;434;954;104;597
58538;966;934;283;260;969
58539;68;735;617;957;589
58540;105;350;531;488;564
58541;588;871;384;911;519
58542;974;67;474;178;662
58543;141;711;98;837;392
58544;726;490;495;307;960
58545;805;372;943;160;363
58546;498;82;25;655;87
58547;825;841;509;692;393
58548;134;608;147;489;698
58549;400;333;537;94;770
58550;548;189;576;546;219
58551;149;972;358;614;597
58552;634;730;609;932;749
58553;126;278;916;65;46
58554;295;744;815;867;596
58555;731;741;88;211;679
58556;333;222;971;844;750
58557;885;335;708;43;369
58558;719;292;854;56;805
58559;222;809;215;953;203
58560;533;875;225;370;887
58561;145;424;24;864;496
58562;152;54;419;131;607
58563;667;302;123;177;201
58564;972;804;145;408;429
58565;761;814;440;337;95
58566;268;978;757;851;938
58567;258;950;290;694;950
58568;470;277;682;495;875
58569;447;239;592;703;365
58570;667;933;542;36;462
58571;717;475;108;190;758
58572;222;769;749;428;638
58573;922;343;621;559;917
58574;96;276;435;684;608
58575;317;908;651;424;543
58576;536;606;293;70;757
58577;534;155;11;888;633
58578;376;726;544;282;937
58579;419;311;941;578;329
58580;240;556;901;260;710
58581;886;52;705;804;50
58582;273;793;549;899;359
58583;703;526;731;345;99
58584;501;38;446;180;523
58585;551;642;354;338;644
58586;647;754;402;507;798
58587;868;955;853;524;337
58588;649;863;174;575;139
58589;185;700;667;650;414
58590;327;454;88;737;330
58591;112;225;967;881;19
58592;71;711;167;510;318
58593;148;302;429;826;741
58594;730;837;869;77;904
58595;905;145;750;72;6
58596;956;435;798;988;519
58597;566;193;714;233;592
58598;858;470;231;506;169
58599;588;685;203;28;864
58600;97;289;655;431;19
58601;569;685;403;658;164
58602;575;228;240;556;945
58603;427;42;237;511;517
58604;136;168;653;154;359
58605;191;606;975;168;372
58606;209;666;37;665;112
58607;288;352;736;794;987
58608;272;371;866;829;550
58609;832;361;712;397;932
58610;846;978;216;906;144
58611;801;348;595;989;866
58612;767;607;231;757;749
58613;894;774;103;691;28
58614;5;28;167;336;819
58615;613;119;146;114;277
58616;951;524;29;611;61
58617;640;498;676;51;820
58618;491;901;740;404;503
58619;965;772;245;612;930
58620;124;786;649;21;489
58621;401;887;123;162;342
58622;203;980;407;785;731
58623;251;967;750;56;26
58624;326;414;860;712;926
58625;786;910;300;577;327
58626;231;248;836;792;16
58627;882;926;190;365;886
58628;540;168;71;19;838
58629;959;493;434;9;449
58630;991;934;404;324;270
58631;472;668;78;199;212
58632;179;841;780;987;900
58633;507;844;961;898;735
58634;894;694;741;10;19
58635;636;996;55;394;869
58636;846;924;315;705;865
58637;613;771;944;95;725
58638;499;241;260;318;826
58639;200;217;731;760;671
58640;317;975;194;658;604
58641;359;767;19;784;265
58642;702;808;736;318;395
58643;531;876;710;552;294
58644;826;131;944;134;387
58645;856;455;63;119;483
58646;568;876;657;698;394
58647;740;492;968;542;41
58648;577;995;774;749;166
58649;482;528;21;975;191
58650;478;869;974;209;222
58651;739;541;598;339;72
58652;756;802;661;890;394
58653;400;733;74;916;470
58654;853;389;152;695;370
58655;576;153;868;755;16
58656;645;387;894;645;18
58657;510;897;503;443;674
58658;94;18;101;969;151
58659;191;740;766;191;970
58660;480;669;536;174;944
58661;89;381;976;468;937
58662;914;823;45;889;195
58663;800;162;599;553;615
58664;539;596;520;446;906
58665;94;246;334;817;178
58666;25;341;467;490;767
58667;936;452;184;443;237
58668;879;678;90;819;156
58669;458;139;954;786;581
58670;66;589;446;657;498
58671;72;682;368;390;811
58672;193;862;161;121;990
58673;993;480;587;331;448
58674;965;160;337;115;358
58675;578;329;166;545;576
58676;623;566;725;184;895
58677;181;427;934;299;65
58678;792;584;260;587;37
58679;361;693;578;868;844
58680;714;690;301;108;11
58681;63;661;802;849;395
58682;721;126;884;307;377
58683;333;550;503;888;849
58684;113;145;116;223;234
58685;860;453;603;663;65
58686;71;317;784;179;222
58687;17;291;814;531;459
58688;56;836;104;862;159
58689;553;821;137;556;660
58690;180;113;662;834;158
58691;257;201;371;239;580
58692;783;681;304;121;595
58693;630;832;868;803;801
58694;614;333;559;236;56
58695;36;530;150;464;674
58696;123;111;791;377;251
58697;184;645;839;662;374
58698;589;238;462;478;352
58699;675;826;49;766;241
58700;506;964;129;284;954
58701;863;67;407;54;586
58702;512;879;655;704;34
58703;455;612;830;464;572
58704;251;172;394;927;723
58705;667;501;261;36;813
58706;662;733;922;25;755
58707;926;952;689;678;927
58708;75;379;854;606;989
58709;991;529;20;503;220
58710;637;353;826;284;712
58711;160;430;385;495;383
58712;701;859;631;580;341
58713;434;359;920;793;835
58714;653;826;281;846;639
58715;721;279;651;882;881
58716;864;867;981;995;183
58717;785;287;266;362;293
58718;670;167;274;892;628
58719;474;389;463;101;335
58720;832;558;207;556;647
58721;263;914;36;743;697
58722;521;50;135;511;610
58723;962;875;593;406;433
58724;522;955;956;647;3
58725;186;96;603;136;84
58726;539;457;997;947;353
58727;687;50;838;530;329
58728;3;763;669;843;264
58729;850;344;45;257;489
58730;950;849;772;963;131
58731;120;538;652;353;529
58732;341;516;800;38;317
58733;599;371;977;272;819
58734;297;222;446;938;632
58735;121;313;386;759;227
58736;106;398;433;832;324
58737;530;884;85;782;711
58738;464;309;829;581;113
58739;32;499;520;707;215
58740;841;61;28;957;928
58741;670;512;893;449;617
58742;917;767;825;597;521
58743;377;990;425;136;726
58744;121;378;716;805;238
58745;972;875;671;373;514
58746;154;478;969;746;246
58747;703;960;263;354;735
58748;531;444;405;840;990
58749;455;666;903;342;350
58750;348;706;150;803;828
58751;95;928;606;734;362
58752;964;515;604;427;59
58753;484;101;185;722;277
58754;417;352;271;997;671
58755;205;105;982;33;399
58756;304;105;826;693;172
58757;600;628;924;103;635
58758;295;682;998;222;83
58759;561;290;939;33;181
58760;541;165;105;132;813
58761;739;694;815;235;607
58762;762;852;632;433;787
58763;451;484;949;563;430
58764;513;840;61;595;409
58765;701;229;264;870;61
58766;399;916;867;389;47
58767;835;595;397;319;21
58768;231;848;737;850;640
58769;557;810;250;728;608
58770;689;260;253;755;412
58771;335;721;621;196;712
58772;928;890;567;951;907
58773;50;801;74;501;160
58774;192;575;658;76;698
58775;741;888;131;979;364
58776;509;245;429;484;171
58777;412;243;419;306;528
58778;12;15;429;798;771
58779;695;182;28;936;269
58780;885;469;372;263;198
58781;6;966;924;531;666
58782;165;726;682;967;669
58783;941;853;579;716;119
58784;356;299;995;196;129
58785;334;764;694;582;890
58786;598;729;925;284;448
58787;747;693;601;549;843
58788;969;939;579;576;478
58789;894;435;955;800;256
58790;223;97;567;647;574
58791;28;267;616;607;964
58792;477;32;125;885;29
58793;32;514;468;699;420
58794;201;818;208;674;112
58795;368;111;346;999;682
58796;672;434;787;316;79
58797;565;22;589;400;836
58798;992;22;870;96;74
58799;854;325;984;83;474
58800;514;285;485;274;613
58801;776;58;905;986;975
58802;822;760;46;305;37
58803;68;992;318;941;339
58804;777;343;833;434;527
58805;311;899;224;308;6
58806;313;886;289;877;139
58807;767;70;432;146;744
58808;849;584;263;507;99
58809;761;149;550;586;172
58810;412;359;929;625;786
58811;356;926;977;344;706
58812;638;837;457;584;534
58813;716;438;128;973;583
58814;662;826;726;983;14
58815;882;833;889;665;145
58816;686;273;441;169;694
58817;973;193;305;107;173
58818;438;854;713;275;616
58819;467;753;830;240;786
58820;736;740;383;385;144
58821;780;573;404;786;999
58822;642;159;658;455;359
58823;576;243;398;501;181
58824;660;917;995;187;615
58825;910;366;375;644;807
58826;262;737;808;655;383
58827;817;50;732;159;218
58828;285;287;216;724;429
58829;308;227;62;88;213
58830;486;583;278;202;409
58831;319;952;590;440;942
58832;289;253;157;794;610
58833;394;732;671;754;168
58834;509;217;653;846;46
58835;215;83;50;821;875
58836;389;185;264;426;59
58837;864;262;571;396;16
58838;717;196;31;734;996
58839;810;964;488;648;846
58840;232;817;575;80;396
58841;125;127;891;706;671
58842;393;714;838;480;248
58843;216;294;218;882;606
58844;553;879;689;925;178
58845;494;746;684;461;458
58846;108;291;382;742;526
58847;61;458;762;426;857
58848;176;428;451;679;262
58849;171;249;511;27;834
58850;608;7;405;875;710
58851;662;356;770;768;737
58852;620;975;178;915;341
58853;500;930;39;528;382
58854;958;466;558;957;358
58855;302;529;603;376;944
58856;207;749;459;530;51
58857;632;377;797;513;801
58858;938;140;53;78;36
58859;785;42;871;279;549
58860;194;477;573;157;426
58861;376;610;129;94;579
58862;748;579;169;510;945
58863;95;552;553;92;236
58864;358;841;658;149;910
58865;151;750;716;384;365
58866;171;378;248;834;336
58867;918;31;777;988;674
58868;383;148;392;396;162
58869;451;358;895;575;526
58870;870;183;87;973;111
58871;930;816;492;698;114
58872;525;889;134;554;9
58873;674;741;32;85;949
58874;54;850;467;85;822
58875;179;780;337;596;693
58876;638;432;230;959;644
58877;770;245;574;472;736
58878;460;432;363;185;554
58879;962;784;867;879;551
58880;122;251;389;819;90
58881;350;212;921;61;736
58882;465;833;737;779;73
58883;168;962;633;993;826
58884;56;800;670;317;271
58885;3;90;441;817;874
58886;94;478;975;875;150
58887;188;986;258;946;936
58888;662;285;426;421;607
58889;262;435;586;987;590
58890;750;504;482;114;338
58891;433;879;487;96;948
58892;631;335;919;740;915
58893;875;528;316;695;634
58894;144;947;557;269;655
58895;979;185;69;715;822
58896;301;289;10;340;506
58897;586;289;901;695;487
58898;288;435;575;532;938
58899;239;280;488;469;494
58900;865;240;175;914;761
58901;134;625;278;618;925
58902;251;992;410;523;808
58903;187;10;853;978;148
58904;523;756;52;147;80
58905;734;608;589;907;311
58906;87;199;839;562;572
58907;320;273;446;529;769
58908;636;771;29;989;714
58909;590;188;127;72;824
58910;208;141;975;328;355
58911;586;929;929;307;296
58912;680;901;200;501;690
58913;655;677;912;486;613
58914;918;572;79;371;892
58915;696;546;868;760;796
58916;9;230;964;89;916
58917;51;681;35;575;931
58918;987;976;799;833;685
58919;100;981;102;786;103
58920;992;926;500;606;592
58921;973;707;715;384;963
58922;308;51;318;645;167
58923;686;131;10;47;749
58924;574;194;517;262;956
58925;918;782;674;798;723
58926;63;985;157;653;394
58927;639;54;433;613;936
58928;461;427;64;937;840
58929;933;770;685;707;162
58930;727;873;9;611;878
58931;577;809;189;771;191
58932;737;838;114;402;814
58933;352;708;484;200;6
58934;73;884;583;962;486
58935;243;15;501;393;49
58936;783;36;67;49;795
58937;38;704;279;838;758
58938;136;613;129;572;425
58939;431;428;647;69;385
58940;959;157;767;647;576
58941;592;644;4;823;329
58942;383;687;951;874;372
58943;272;878;9;533;242
58944;86;139;567;850;91
58945;279;79;52;744;109
58946;815;839;850;759;818
58947;5;51;401;563;109
58948;797;56;505;811;927
58949;572;918;857;132;789
58950;179;981;284;734;798
58951;636;14;150;31;784
58952;405;921;339;65;756
58953;164;552;695;584;327
58954;365;243;185;482;451
58955;278;693;781;994;596
58956;299;369;193;409;236
58957;666;114;959;156;455
58958;356;757;793;707;244
58959;924;106;907;778;514
58960;992;60;206;55;33
58961;264;791;84;167;580
58962;755;979;941;335;45
58963;543;637;884;590;474
58964;27;54;95;184;60
58965;595;959;190;404;485
58966;383;279;482;95;291
58967;879;40;944;572;120
58968;91;832;731;817;958
58969;334;13;966;303;764
58970;859;638;499;285;493
58971;218;18;925;572;728
58972;965;129;295;624;130
58973;61;720;941;337;541
58974;366;772;973;595;290
58975;850;207;785;917;400
58976;722;806;781;983;71
58977;365;8;351;771;970
58978;248;775;564;918;165
58979;979;145;101;369;793
58980;570;559;977;861;824
58981;942;830;830;421;989
58982;131;555;766;599;294
58983;340;668;690;746;322
58984;150;467;543;273;882
58985;153;408;853;504;629
58986;985;801;655;8;616
58987;586;13;357;26;406
58988;215;730;236;647;800
58989;625;355;545;155;22
58990;871;591;353;632;36
58991;604;870;682;786;534
58992;946;968;818;167;587
58993;780;691;206;725;33
58994;998;182;772;981;727
58995;478;203;703;577;80
58996;524;411;280;971;44
58997;27;232;865;50;790
58998;104;345;452;194;836
58999;535;748;96;870;807
59000;499;203;712;274;685
59001;342;815;705;374;986
59002;429;926;850;815;641
59003;772;289;775;154;307
59004;823;537;315;817;227
59005;426;157;931;739;693
59006;564;6;973;230;892
59007;856;428;299;308;395
59008;655;989;820;585;21
59009;243;717;570;339;522
59010;84;786;159;107;185
59011;872;197;15;338;386
59012;238;686;470;728;82
59013;334;651;86;101;817
59014;9;434;32;372;466
59015;148;948;798;962;448
59016;994;236;180;861;416
59017;717;797;577;452;638
59018;146;360;559;908;77
59019;500;324;815;728;982
59020;824;564;360;578;262
59021;779;234;171;635;235
59022;510;575;373;615;711
59023;9;347;823;248;509
59024;29;311;115;893;557
59025;409;620;915;187;270
59026;13;460;319;25;484
59027;926;873;516;41;26
59028;165;825;778;744;787
59029;794;495;274;225;718
59030;556;570;439;549;97
59031;865;472;396;535;920
59032;355;256;526;911;301
59033;515;647;541;481;320
59034;179;64;880;340;717
59035;17;930;316;217;571
59036;403;549;49;500;956
59037;739;59;653;290;514
59038;872;437;555;64;155
59039;695;396;886;46;201
59040;513;298;26;365;509
59041;784;276;415;383;34
59042;618;457;8;164;943
59043;432;761;384;751;230
59044;708;209;888;297;502
59045;130;953;385;156;336
59046;960;530;506;383;115
59047;496;194;787;259;53
59048;713;490;146;499;412
59049;260;740;432;55;993
59050;917;875;872;862;432
59051;401;826;724;489;72
59052;516;119;805;486;739
59053;316;164;343;167;93
59054;459;443;144;227;138
59055;505;827;672;596;527
59056;880;116;418;81;177
59057;762;12;132;409;965
59058;563;679;840;59;611
59059;308;692;301;334;682
59060;755;720;181;988;431
59061;554;885;925;626;627
59062;359;368;425;543;740
59063;34;124;366;628;851
59064;344;589;410;751;143
59065;647;99;590;619;34
59066;187;235;365;767;141
59067;600;268;584;3;97
59068;665;775;683;192;960
59069;555;297;879;982;588
59070;14;774;77;608;254
59071;346;87;58;510;105
59072;361;602;864;644;948
59073;477;780;640;243;117
59074;199;644;116;483;376
59075;915;268;268;680;320
59076;302;801;982;564;309
59077;675;871;156;756;337
59078;437;626;651;264;723
59079;21;924;824;52;607
59080;790;151;133;933;331
59081;123;220;745;171;445
59082;974;304;159;853;860
59083;532;901;293;534;532
59084;391;845;947;677;817
59085;359;483;337;601;360
59086;983;866;354;843;596
59087;643;253;167;212;888
59088;141;955;375;351;106
59089;278;669;21;269;930
59090;909;674;780;508;189
59091;110;555;418;482;330
59092;639;37;43;708;864
59093;242;750;13;191;451
59094;570;644;986;736;54
59095;241;514;72;121;7
59096;795;404;107;575;533
59097;701;654;963;43;456
59098;800;434;554;497;901
59099;889;225;69;308;749
59100;25;429;30;991;354
59101;967;227;766;828;432
59102;824;372;283;438;343
59103;477;746;832;617;231
59104;944;457;189;586;69
59105;17;892;463;787;239
59106;721;388;179;229;689
59107;128;592;701;698;859
59108;30;437;771;177;317
59109;465;998;339;475;450
59110;678;105;82;327;407
59111;924;564;762;66;759
59112;199;380;587;599;304
59113;584;512;30;21;931
59114;363;7;345;117;812
59115;219;763;63;709;283
59116;785;441;466;475;436
59117;956;710;977;798;75
59118;997;302;750;444;731
59119;169;740;103;101;440
59120;803;315;603;133;679
59121;269;688;44;121;50
59122;294;922;471;901;514
59123;95;158;197;717;138
59124;173;285;95;804;266
59125;438;773;464;861;153
59126;440;319;472;708;981
59127;583;340;922;505;208
59128;414;841;340;960;872
59129;861;34;590;646;76
59130;46;727;609;210;371
59131;982;277;638;375;878
59132;66;521;7;287;380
59133;696;561;834;683;835
59134;700;967;299;39;525
59135;998;582;356;475;320
59136;477;975;894;922;401
59137;137;381;562;352;583
59138;390;967;625;543;554
59139;853;663;755;719;851
59140;378;149;927;707;319
59141;885;998;213;693;80
59142;152;102;593;976;172
59143;9;804;507;537;613
59144;909;290;23;698;747
59145;90;483;361;860;775
59146;484;507;827;101;881
59147;852;518;840;604;646
59148;851;551;103;146;531
59149;874;295;189;42;333
59150;724;596;848;979;860
59151;27;350;869;702;42
59152;359;798;4;164;901
59153;25;155;291;316;668
59154;356;900;394;913;328
