table0_id;table1_id;table2_id;Amount
56508;56508;56508;504
56509;56509;56509;845
56510;56510;56510;677
56511;56511;56511;707
56512;56512;56512;366
56513;56513;56513;911
56514;56514;56514;598
56515;56515;56515;974
56516;56516;56516;823
56517;56517;56517;930
56518;56518;56518;944
56519;56519;56519;605
56520;56520;56520;786
56521;56521;56521;371
56522;56522;56522;780
56523;56523;56523;918
56524;56524;56524;709
56525;56525;56525;839
56526;56526;56526;827
56527;56527;56527;916
56528;56528;56528;579
56529;56529;56529;836
56530;56530;56530;863
56531;56531;56531;516
56532;56532;56532;547
56533;56533;56533;814
56534;56534;56534;641
56535;56535;56535;996
56536;56536;56536;466
56537;56537;56537;452
56538;56538;56538;965
56539;56539;56539;353
56540;56540;56540;919
56541;56541;56541;344
56542;56542;56542;897
56543;56543;56543;985
56544;56544;56544;370
56545;56545;56545;895
56546;56546;56546;387
56547;56547;56547;589
56548;56548;56548;505
56549;56549;56549;875
56550;56550;56550;549
56551;56551;56551;937
56552;56552;56552;559
56553;56553;56553;346
56554;56554;56554;899
56555;56555;56555;377
56556;56556;56556;733
56557;56557;56557;603
56558;56558;56558;832
56559;56559;56559;302
56560;56560;56560;836
56561;56561;56561;621
56562;56562;56562;392
56563;56563;56563;665
56564;56564;56564;528
56565;56565;56565;579
56566;56566;56566;631
56567;56567;56567;392
56568;56568;56568;821
56569;56569;56569;538
56570;56570;56570;636
56571;56571;56571;697
56572;56572;56572;440
56573;56573;56573;620
56574;56574;56574;716
56575;56575;56575;401
56576;56576;56576;401
56577;56577;56577;759
56578;56578;56578;583
56579;56579;56579;722
56580;56580;56580;650
56581;56581;56581;611
56582;56582;56582;849
56583;56583;56583;989
56584;56584;56584;533
56585;56585;56585;448
56586;56586;56586;703
56587;56587;56587;450
56588;56588;56588;341
56589;56589;56589;599
56590;56590;56590;443
56591;56591;56591;342
56592;56592;56592;767
56593;56593;56593;653
56594;56594;56594;878
56595;56595;56595;381
56596;56596;56596;808
56597;56597;56597;317
56598;56598;56598;995
56599;56599;56599;446
56600;56600;56600;856
56601;56601;56601;635
56602;56602;56602;505
56603;56603;56603;683
56604;56604;56604;364
56605;56605;56605;450
56606;56606;56606;574
56607;56607;56607;983
56608;56608;56608;376
56609;56609;56609;790
56610;56610;56610;943
56611;56611;56611;820
56612;56612;56612;303
56613;56613;56613;316
56614;56614;56614;862
56615;56615;56615;841
56616;56616;56616;930
56617;56617;56617;636
56618;56618;56618;875
56619;56619;56619;372
56620;56620;56620;445
56621;56621;56621;876
56622;56622;56622;403
56623;56623;56623;606
56624;56624;56624;771
56625;56625;56625;334
56626;56626;56626;655
56627;56627;56627;842
56628;56628;56628;891
56629;56629;56629;872
56630;56630;56630;592
56631;56631;56631;660
56632;56632;56632;933
56633;56633;56633;413
56634;56634;56634;548
56635;56635;56635;950
56636;56636;56636;466
56637;56637;56637;742
56638;56638;56638;944
56639;56639;56639;414
56640;56640;56640;646
56641;56641;56641;891
56642;56642;56642;617
56643;56643;56643;973
56644;56644;56644;886
56645;56645;56645;564
56646;56646;56646;850
56647;56647;56647;829
56648;56648;56648;922
56649;56649;56649;814
56650;56650;56650;917
56651;56651;56651;348
56652;56652;56652;807
56653;56653;56653;669
56654;56654;56654;487
56655;56655;56655;319
56656;56656;56656;656
56657;56657;56657;962
56658;56658;56658;834
56659;56659;56659;629
56660;56660;56660;537
56661;56661;56661;986
56662;56662;56662;975
56663;56663;56663;765
56664;56664;56664;565
56665;56665;56665;450
56666;56666;56666;960
56667;56667;56667;927
56668;56668;56668;993
56669;56669;56669;717
56670;56670;56670;785
56671;56671;56671;366
56672;56672;56672;551
56673;56673;56673;909
56674;56674;56674;426
56675;56675;56675;940
56676;56676;56676;457
56677;56677;56677;892
56678;56678;56678;854
56679;56679;56679;313
56680;56680;56680;415
56681;56681;56681;677
56682;56682;56682;808
56683;56683;56683;843
56684;56684;56684;577
56685;56685;56685;935
56686;56686;56686;810
56687;56687;56687;372
56688;56688;56688;367
56689;56689;56689;947
56690;56690;56690;901
56691;56691;56691;465
56692;56692;56692;839
56693;56693;56693;514
56694;56694;56694;608
56695;56695;56695;967
56696;56696;56696;507
56697;56697;56697;698
56698;56698;56698;956
56699;56699;56699;711
56700;56700;56700;898
56701;56701;56701;814
56702;56702;56702;872
56703;56703;56703;722
56704;56704;56704;342
56705;56705;56705;942
56706;56706;56706;707
56707;56707;56707;735
56708;56708;56708;913
56709;56709;56709;834
56710;56710;56710;547
56711;56711;56711;844
56712;56712;56712;677
56713;56713;56713;452
56714;56714;56714;649
56715;56715;56715;603
56716;56716;56716;364
56717;56717;56717;698
56718;56718;56718;362
56719;56719;56719;769
56720;56720;56720;764
56721;56721;56721;651
56722;56722;56722;592
56723;56723;56723;469
56724;56724;56724;524
56725;56725;56725;572
56726;56726;56726;501
56727;56727;56727;659
56728;56728;56728;396
56729;56729;56729;925
56730;56730;56730;562
56731;56731;56731;514
56732;56732;56732;669
56733;56733;56733;364
56734;56734;56734;835
56735;56735;56735;742
56736;56736;56736;638
56737;56737;56737;466
56738;56738;56738;887
56739;56739;56739;344
56740;56740;56740;507
56741;56741;56741;899
56742;56742;56742;840
56743;56743;56743;920
56744;56744;56744;644
56745;56745;56745;782
56746;56746;56746;829
56747;56747;56747;440
56748;56748;56748;778
56749;56749;56749;380
56750;56750;56750;376
56751;56751;56751;678
56752;56752;56752;653
56753;56753;56753;324
56754;56754;56754;383
56755;56755;56755;836
56756;56756;56756;369
56757;56757;56757;449
56758;56758;56758;886
56759;56759;56759;772
56760;56760;56760;630
56761;56761;56761;966
56762;56762;56762;858
56763;56763;56763;769
56764;56764;56764;595
56765;56765;56765;837
56766;56766;56766;850
56767;56767;56767;761
56768;56768;56768;833
56769;56769;56769;985
56770;56770;56770;802
56771;56771;56771;860
56772;56772;56772;956
56773;56773;56773;701
56774;56774;56774;968
56775;56775;56775;835
56776;56776;56776;873
56777;56777;56777;924
56778;56778;56778;455
56779;56779;56779;843
56780;56780;56780;698
56781;56781;56781;940
56782;56782;56782;767
56783;56783;56783;924
56784;56784;56784;969
56785;56785;56785;545
56786;56786;56786;969
56787;56787;56787;732
56788;56788;56788;854
56789;56789;56789;700
56790;56790;56790;671
56791;56791;56791;513
56792;56792;56792;644
56793;56793;56793;450
56794;56794;56794;338
56795;56795;56795;369
56796;56796;56796;789
56797;56797;56797;505
56798;56798;56798;333
56799;56799;56799;468
56800;56800;56800;466
56801;56801;56801;832
56802;56802;56802;612
56803;56803;56803;660
56804;56804;56804;496
56805;56805;56805;982
56806;56806;56806;916
56807;56807;56807;347
56808;56808;56808;495
56809;56809;56809;372
56810;56810;56810;450
56811;56811;56811;383
56812;56812;56812;859
56813;56813;56813;516
56814;56814;56814;807
56815;56815;56815;837
56816;56816;56816;502
56817;56817;56817;750
56818;56818;56818;910
56819;56819;56819;636
56820;56820;56820;308
56821;56821;56821;877
56822;56822;56822;496
56823;56823;56823;971
56824;56824;56824;704
56825;56825;56825;714
56826;56826;56826;465
56827;56827;56827;525
56828;56828;56828;485
56829;56829;56829;400
56830;56830;56830;976
56831;56831;56831;306
56832;56832;56832;597
56833;56833;56833;512
56834;56834;56834;838
56835;56835;56835;555
56836;56836;56836;791
56837;56837;56837;602
56838;56838;56838;517
56839;56839;56839;506
56840;56840;56840;476
56841;56841;56841;740
56842;56842;56842;733
56843;56843;56843;301
56844;56844;56844;885
56845;56845;56845;784
56846;56846;56846;439
56847;56847;56847;665
56848;56848;56848;868
56849;56849;56849;781
56850;56850;56850;920
56851;56851;56851;490
56852;56852;56852;638
56853;56853;56853;409
56854;56854;56854;989
56855;56855;56855;908
56856;56856;56856;777
56857;56857;56857;887
56858;56858;56858;919
56859;56859;56859;938
56860;56860;56860;974
56861;56861;56861;626
56862;56862;56862;863
56863;56863;56863;493
56864;56864;56864;305
56865;56865;56865;832
56866;56866;56866;607
56867;56867;56867;302
56868;56868;56868;315
56869;56869;56869;779
56870;56870;56870;578
56871;56871;56871;956
56872;56872;56872;824
56873;56873;56873;853
56874;56874;56874;409
56875;56875;56875;653
56876;56876;56876;876
56877;56877;56877;977
56878;56878;56878;942
56879;56879;56879;931
56880;56880;56880;507
56881;56881;56881;746
56882;56882;56882;519
56883;56883;56883;582
56884;56884;56884;330
56885;56885;56885;502
56886;56886;56886;765
56887;56887;56887;998
56888;56888;56888;921
56889;56889;56889;627
56890;56890;56890;312
56891;56891;56891;693
56892;56892;56892;311
56893;56893;56893;772
56894;56894;56894;601
56895;56895;56895;859
56896;56896;56896;759
56897;56897;56897;508
56898;56898;56898;872
56899;56899;56899;816
56900;56900;56900;521
56901;56901;56901;610
56902;56902;56902;981
56903;56903;56903;326
56904;56904;56904;763
56905;56905;56905;675
56906;56906;56906;516
56907;56907;56907;639
56908;56908;56908;435
56909;56909;56909;441
56910;56910;56910;696
56911;56911;56911;706
56912;56912;56912;937
56913;56913;56913;980
56914;56914;56914;841
56915;56915;56915;744
56916;56916;56916;646
56917;56917;56917;871
56918;56918;56918;631
56919;56919;56919;403
56920;56920;56920;638
56921;56921;56921;925
56922;56922;56922;820
56923;56923;56923;583
56924;56924;56924;522
56925;56925;56925;899
56926;56926;56926;754
56927;56927;56927;314
56928;56928;56928;900
56929;56929;56929;520
56930;56930;56930;931
56931;56931;56931;607
56932;56932;56932;674
56933;56933;56933;341
56934;56934;56934;321
56935;56935;56935;459
56936;56936;56936;568
56937;56937;56937;695
56938;56938;56938;827
56939;56939;56939;338
56940;56940;56940;415
56941;56941;56941;775
56942;56942;56942;945
56943;56943;56943;562
56944;56944;56944;870
56945;56945;56945;793
56946;56946;56946;371
56947;56947;56947;883
56948;56948;56948;366
56949;56949;56949;636
56950;56950;56950;557
56951;56951;56951;853
56952;56952;56952;326
56953;56953;56953;714
56954;56954;56954;696
56955;56955;56955;393
56956;56956;56956;664
56957;56957;56957;597
56958;56958;56958;666
56959;56959;56959;824
56960;56960;56960;373
56961;56961;56961;417
56962;56962;56962;458
56963;56963;56963;862
56964;56964;56964;757
56965;56965;56965;834
56966;56966;56966;359
56967;56967;56967;775
56968;56968;56968;461
56969;56969;56969;995
56970;56970;56970;317
56971;56971;56971;639
56972;56972;56972;796
56973;56973;56973;813
56974;56974;56974;894
56975;56975;56975;390
56976;56976;56976;384
56977;56977;56977;617
56978;56978;56978;731
56979;56979;56979;338
56980;56980;56980;581
56981;56981;56981;351
56982;56982;56982;674
56983;56983;56983;357
56984;56984;56984;596
56985;56985;56985;465
56986;56986;56986;925
56987;56987;56987;641
56988;56988;56988;761
56989;56989;56989;482
56990;56990;56990;822
56991;56991;56991;923
56992;56992;56992;793
56993;56993;56993;617
56994;56994;56994;311
56995;56995;56995;319
56996;56996;56996;906
56997;56997;56997;904
56998;56998;56998;832
56999;56999;56999;685
57000;57000;57000;971
57001;57001;57001;761
57002;57002;57002;690
57003;57003;57003;446
57004;57004;57004;446
57005;57005;57005;867
57006;57006;57006;648
57007;57007;57007;969
57008;57008;57008;418
57009;57009;57009;793
57010;57010;57010;368
57011;57011;57011;510
57012;57012;57012;336
57013;57013;57013;326
57014;57014;57014;919
57015;57015;57015;324
57016;57016;57016;555
57017;57017;57017;914
57018;57018;57018;963
57019;57019;57019;521
57020;57020;57020;590
57021;57021;57021;863
57022;57022;57022;364
57023;57023;57023;736
57024;57024;57024;554
57025;57025;57025;500
57026;57026;57026;680
57027;57027;57027;345
57028;57028;57028;393
57029;57029;57029;711
57030;57030;57030;372
57031;57031;57031;897
57032;57032;57032;700
57033;57033;57033;731
57034;57034;57034;342
57035;57035;57035;566
57036;57036;57036;935
57037;57037;57037;660
57038;57038;57038;561
57039;57039;57039;514
57040;57040;57040;383
57041;57041;57041;813
57042;57042;57042;636
57043;57043;57043;433
57044;57044;57044;301
57045;57045;57045;600
57046;57046;57046;642
57047;57047;57047;456
57048;57048;57048;573
57049;57049;57049;898
57050;57050;57050;793
57051;57051;57051;392
57052;57052;57052;329
57053;57053;57053;819
57054;57054;57054;702
57055;57055;57055;880
57056;57056;57056;973
57057;57057;57057;501
57058;57058;57058;737
57059;57059;57059;484
57060;57060;57060;997
57061;57061;57061;955
57062;57062;57062;567
57063;57063;57063;909
57064;57064;57064;522
57065;57065;57065;974
57066;57066;57066;782
57067;57067;57067;437
57068;57068;57068;991
57069;57069;57069;483
57070;57070;57070;975
57071;57071;57071;808
57072;57072;57072;414
57073;57073;57073;364
57074;57074;57074;909
57075;57075;57075;960
57076;57076;57076;712
57077;57077;57077;667
57078;57078;57078;938
57079;57079;57079;943
57080;57080;57080;513
57081;57081;57081;410
57082;57082;57082;640
57083;57083;57083;783
57084;57084;57084;691
57085;57085;57085;565
57086;57086;57086;872
57087;57087;57087;753
57088;57088;57088;623
57089;57089;57089;764
57090;57090;57090;780
57091;57091;57091;717
57092;57092;57092;652
57093;57093;57093;923
57094;57094;57094;582
57095;57095;57095;410
57096;57096;57096;817
57097;57097;57097;431
57098;57098;57098;688
57099;57099;57099;842
57100;57100;57100;910
57101;57101;57101;873
57102;57102;57102;918
57103;57103;57103;645
57104;57104;57104;630
57105;57105;57105;890
57106;57106;57106;427
57107;57107;57107;644
57108;57108;57108;555
57109;57109;57109;651
57110;57110;57110;634
57111;57111;57111;611
57112;57112;57112;682
57113;57113;57113;412
57114;57114;57114;428
57115;57115;57115;469
57116;57116;57116;546
57117;57117;57117;424
57118;57118;57118;671
57119;57119;57119;594
57120;57120;57120;892
57121;57121;57121;865
57122;57122;57122;412
57123;57123;57123;885
57124;57124;57124;584
57125;57125;57125;941
57126;57126;57126;746
57127;57127;57127;531
57128;57128;57128;895
57129;57129;57129;368
57130;57130;57130;492
57131;57131;57131;966
57132;57132;57132;913
57133;57133;57133;427
57134;57134;57134;511
57135;57135;57135;609
57136;57136;57136;548
57137;57137;57137;889
57138;57138;57138;636
57139;57139;57139;460
57140;57140;57140;582
57141;57141;57141;719
57142;57142;57142;584
57143;57143;57143;476
57144;57144;57144;511
57145;57145;57145;397
57146;57146;57146;834
57147;57147;57147;645
57148;57148;57148;708
57149;57149;57149;976
57150;57150;57150;581
57151;57151;57151;997
57152;57152;57152;745
57153;57153;57153;788
57154;57154;57154;381
57155;57155;57155;727
57156;57156;57156;993
57157;57157;57157;850
57158;57158;57158;682
57159;57159;57159;832
57160;57160;57160;996
57161;57161;57161;665
57162;57162;57162;793
57163;57163;57163;673
57164;57164;57164;959
57165;57165;57165;737
57166;57166;57166;875
57167;57167;57167;693
57168;57168;57168;741
57169;57169;57169;651
57170;57170;57170;980
57171;57171;57171;531
57172;57172;57172;911
57173;57173;57173;651
57174;57174;57174;529
57175;57175;57175;915
57176;57176;57176;872
57177;57177;57177;610
57178;57178;57178;453
57179;57179;57179;360
57180;57180;57180;482
57181;57181;57181;431
57182;57182;57182;317
57183;57183;57183;317
57184;57184;57184;952
57185;57185;57185;483
57186;57186;57186;846
57187;57187;57187;809
57188;57188;57188;517
57189;57189;57189;302
57190;57190;57190;700
57191;57191;57191;876
57192;57192;57192;592
57193;57193;57193;697
57194;57194;57194;653
57195;57195;57195;969
57196;57196;57196;551
57197;57197;57197;433
57198;57198;57198;858
57199;57199;57199;410
57200;57200;57200;700
57201;57201;57201;524
57202;57202;57202;996
57203;57203;57203;441
57204;57204;57204;965
57205;57205;57205;804
57206;57206;57206;528
57207;57207;57207;366
57208;57208;57208;380
57209;57209;57209;663
57210;57210;57210;414
57211;57211;57211;410
57212;57212;57212;971
57213;57213;57213;908
57214;57214;57214;694
57215;57215;57215;561
57216;57216;57216;530
57217;57217;57217;423
57218;57218;57218;785
57219;57219;57219;851
57220;57220;57220;701
57221;57221;57221;632
57222;57222;57222;782
57223;57223;57223;665
57224;57224;57224;917
57225;57225;57225;749
57226;57226;57226;436
57227;57227;57227;543
57228;57228;57228;754
57229;57229;57229;660
57230;57230;57230;986
57231;57231;57231;972
57232;57232;57232;626
57233;57233;57233;570
57234;57234;57234;464
57235;57235;57235;690
57236;57236;57236;460
57237;57237;57237;538
57238;57238;57238;985
57239;57239;57239;464
57240;57240;57240;313
57241;57241;57241;306
57242;57242;57242;847
57243;57243;57243;836
57244;57244;57244;555
57245;57245;57245;308
57246;57246;57246;366
57247;57247;57247;428
57248;57248;57248;386
57249;57249;57249;503
57250;57250;57250;367
57251;57251;57251;743
57252;57252;57252;645
57253;57253;57253;930
57254;57254;57254;808
57255;57255;57255;672
57256;57256;57256;773
57257;57257;57257;330
57258;57258;57258;983
57259;57259;57259;422
57260;57260;57260;508
57261;57261;57261;306
57262;57262;57262;726
57263;57263;57263;387
57264;57264;57264;335
57265;57265;57265;469
57266;57266;57266;897
57267;57267;57267;944
57268;57268;57268;778
57269;57269;57269;600
57270;57270;57270;752
57271;57271;57271;578
57272;57272;57272;625
57273;57273;57273;613
57274;57274;57274;854
57275;57275;57275;714
57276;57276;57276;501
57277;57277;57277;362
57278;57278;57278;690
57279;57279;57279;430
57280;57280;57280;720
57281;57281;57281;337
57282;57282;57282;979
57283;57283;57283;691
57284;57284;57284;350
57285;57285;57285;747
57286;57286;57286;817
57287;57287;57287;665
57288;57288;57288;795
57289;57289;57289;860
57290;57290;57290;397
57291;57291;57291;326
57292;57292;57292;456
57293;57293;57293;638
57294;57294;57294;891
57295;57295;57295;505
57296;57296;57296;353
57297;57297;57297;687
57298;57298;57298;496
57299;57299;57299;464
57300;57300;57300;767
57301;57301;57301;469
57302;57302;57302;833
57303;57303;57303;871
57304;57304;57304;675
57305;57305;57305;430
57306;57306;57306;814
57307;57307;57307;706
57308;57308;57308;813
57309;57309;57309;345
57310;57310;57310;836
57311;57311;57311;521
57312;57312;57312;332
57313;57313;57313;342
57314;57314;57314;474
57315;57315;57315;791
57316;57316;57316;479
57317;57317;57317;523
57318;57318;57318;798
57319;57319;57319;468
57320;57320;57320;716
57321;57321;57321;715
57322;57322;57322;865
57323;57323;57323;324
57324;57324;57324;888
57325;57325;57325;363
57326;57326;57326;496
57327;57327;57327;583
57328;57328;57328;375
57329;57329;57329;316
57330;57330;57330;475
57331;57331;57331;494
57332;57332;57332;538
57333;57333;57333;460
57334;57334;57334;385
57335;57335;57335;512
57336;57336;57336;398
57337;57337;57337;866
57338;57338;57338;745
57339;57339;57339;648
57340;57340;57340;606
57341;57341;57341;318
57342;57342;57342;656
57343;57343;57343;694
57344;57344;57344;816
57345;57345;57345;484
57346;57346;57346;469
57347;57347;57347;399
57348;57348;57348;849
57349;57349;57349;367
57350;57350;57350;616
57351;57351;57351;563
57352;57352;57352;549
57353;57353;57353;549
57354;57354;57354;981
57355;57355;57355;978
57356;57356;57356;392
57357;57357;57357;571
57358;57358;57358;674
57359;57359;57359;308
57360;57360;57360;428
57361;57361;57361;914
57362;57362;57362;391
57363;57363;57363;772
57364;57364;57364;575
57365;57365;57365;780
57366;57366;57366;642
57367;57367;57367;506
57368;57368;57368;692
57369;57369;57369;459
57370;57370;57370;688
57371;57371;57371;851
57372;57372;57372;605
57373;57373;57373;336
57374;57374;57374;541
57375;57375;57375;695
57376;57376;57376;836
57377;57377;57377;541
57378;57378;57378;747
57379;57379;57379;458
57380;57380;57380;370
57381;57381;57381;352
57382;57382;57382;630
57383;57383;57383;731
57384;57384;57384;506
57385;57385;57385;516
57386;57386;57386;405
57387;57387;57387;688
57388;57388;57388;625
57389;57389;57389;946
57390;57390;57390;524
57391;57391;57391;446
57392;57392;57392;345
57393;57393;57393;531
57394;57394;57394;381
57395;57395;57395;438
57396;57396;57396;668
57397;57397;57397;790
57398;57398;57398;462
57399;57399;57399;651
57400;57400;57400;370
57401;57401;57401;705
57402;57402;57402;340
57403;57403;57403;648
57404;57404;57404;851
57405;57405;57405;584
57406;57406;57406;321
57407;57407;57407;300
57408;57408;57408;609
57409;57409;57409;474
57410;57410;57410;806
57411;57411;57411;995
57412;57412;57412;538
57413;57413;57413;686
57414;57414;57414;790
57415;57415;57415;602
57416;57416;57416;846
57417;57417;57417;746
57418;57418;57418;743
57419;57419;57419;651
57420;57420;57420;908
57421;57421;57421;956
57422;57422;57422;313
57423;57423;57423;551
57424;57424;57424;312
57425;57425;57425;472
57426;57426;57426;919
57427;57427;57427;840
57428;57428;57428;612
57429;57429;57429;899
57430;57430;57430;858
57431;57431;57431;753
57432;57432;57432;673
57433;57433;57433;925
57434;57434;57434;573
57435;57435;57435;306
57436;57436;57436;766
57437;57437;57437;501
57438;57438;57438;482
57439;57439;57439;802
57440;57440;57440;322
57441;57441;57441;779
57442;57442;57442;549
57443;57443;57443;410
57444;57444;57444;694
57445;57445;57445;921
57446;57446;57446;561
57447;57447;57447;659
57448;57448;57448;960
57449;57449;57449;717
57450;57450;57450;793
57451;57451;57451;613
57452;57452;57452;497
57453;57453;57453;835
57454;57454;57454;342
57455;57455;57455;306
57456;57456;57456;411
57457;57457;57457;441
57458;57458;57458;305
57459;57459;57459;974
57460;57460;57460;726
57461;57461;57461;801
57462;57462;57462;584
57463;57463;57463;448
57464;57464;57464;403
57465;57465;57465;610
57466;57466;57466;488
57467;57467;57467;555
57468;57468;57468;460
57469;57469;57469;739
57470;57470;57470;942
57471;57471;57471;870
57472;57472;57472;362
57473;57473;57473;406
57474;57474;57474;708
57475;57475;57475;537
57476;57476;57476;943
57477;57477;57477;301
57478;57478;57478;615
57479;57479;57479;472
57480;57480;57480;805
57481;57481;57481;880
57482;57482;57482;641
57483;57483;57483;378
57484;57484;57484;983
57485;57485;57485;601
57486;57486;57486;813
57487;57487;57487;908
57488;57488;57488;848
57489;57489;57489;908
57490;57490;57490;368
57491;57491;57491;470
57492;57492;57492;711
57493;57493;57493;749
57494;57494;57494;489
57495;57495;57495;871
57496;57496;57496;338
57497;57497;57497;776
57498;57498;57498;828
57499;57499;57499;788
57500;57500;57500;525
57501;57501;57501;902
57502;57502;57502;418
57503;57503;57503;431
57504;57504;57504;420
57505;57505;57505;964
57506;57506;57506;376
57507;57507;57507;484
57508;57508;57508;934
57509;57509;57509;723
57510;57510;57510;923
57511;57511;57511;628
57512;57512;57512;869
57513;57513;57513;663
57514;57514;57514;648
57515;57515;57515;669
57516;57516;57516;624
57517;57517;57517;965
57518;57518;57518;896
57519;57519;57519;586
57520;57520;57520;471
57521;57521;57521;622
57522;57522;57522;331
57523;57523;57523;711
57524;57524;57524;488
57525;57525;57525;931
57526;57526;57526;798
57527;57527;57527;470
57528;57528;57528;399
57529;57529;57529;538
57530;57530;57530;686
57531;57531;57531;843
57532;57532;57532;860
57533;57533;57533;380
57534;57534;57534;739
57535;57535;57535;507
57536;57536;57536;824
57537;57537;57537;356
57538;57538;57538;666
57539;57539;57539;677
57540;57540;57540;770
57541;57541;57541;371
57542;57542;57542;836
57543;57543;57543;598
57544;57544;57544;656
57545;57545;57545;645
57546;57546;57546;430
57547;57547;57547;945
57548;57548;57548;569
57549;57549;57549;624
57550;57550;57550;905
57551;57551;57551;429
57552;57552;57552;722
57553;57553;57553;651
57554;57554;57554;676
57555;57555;57555;495
57556;57556;57556;730
57557;57557;57557;610
57558;57558;57558;559
57559;57559;57559;905
57560;57560;57560;928
57561;57561;57561;312
57562;57562;57562;621
57563;57563;57563;434
57564;57564;57564;783
57565;57565;57565;846
57566;57566;57566;665
57567;57567;57567;427
57568;57568;57568;657
57569;57569;57569;548
57570;57570;57570;504
57571;57571;57571;810
57572;57572;57572;935
57573;57573;57573;531
57574;57574;57574;325
57575;57575;57575;921
57576;57576;57576;626
57577;57577;57577;530
57578;57578;57578;471
57579;57579;57579;797
57580;57580;57580;311
57581;57581;57581;543
57582;57582;57582;885
57583;57583;57583;517
57584;57584;57584;601
57585;57585;57585;815
57586;57586;57586;417
57587;57587;57587;660
57588;57588;57588;426
57589;57589;57589;575
57590;57590;57590;613
57591;57591;57591;699
57592;57592;57592;343
57593;57593;57593;401
57594;57594;57594;723
57595;57595;57595;401
57596;57596;57596;753
57597;57597;57597;715
57598;57598;57598;515
57599;57599;57599;942
57600;57600;57600;347
57601;57601;57601;690
57602;57602;57602;977
57603;57603;57603;645
57604;57604;57604;970
57605;57605;57605;870
57606;57606;57606;382
57607;57607;57607;440
57608;57608;57608;928
57609;57609;57609;414
57610;57610;57610;585
57611;57611;57611;717
57612;57612;57612;833
57613;57613;57613;681
57614;57614;57614;934
57615;57615;57615;390
57616;57616;57616;681
57617;57617;57617;350
57618;57618;57618;503
57619;57619;57619;478
57620;57620;57620;347
57621;57621;57621;800
57622;57622;57622;485
57623;57623;57623;734
57624;57624;57624;735
57625;57625;57625;796
57626;57626;57626;305
57627;57627;57627;887
57628;57628;57628;612
57629;57629;57629;972
57630;57630;57630;865
57631;57631;57631;318
57632;57632;57632;752
57633;57633;57633;406
57634;57634;57634;728
57635;57635;57635;375
57636;57636;57636;567
57637;57637;57637;742
57638;57638;57638;628
57639;57639;57639;605
57640;57640;57640;777
57641;57641;57641;734
57642;57642;57642;864
57643;57643;57643;394
57644;57644;57644;842
57645;57645;57645;744
57646;57646;57646;656
57647;57647;57647;471
57648;57648;57648;931
57649;57649;57649;301
57650;57650;57650;694
57651;57651;57651;525
57652;57652;57652;397
57653;57653;57653;845
57654;57654;57654;855
57655;57655;57655;441
57656;57656;57656;898
57657;57657;57657;998
57658;57658;57658;570
57659;57659;57659;729
57660;57660;57660;939
57661;57661;57661;602
57662;57662;57662;540
57663;57663;57663;376
57664;57664;57664;928
57665;57665;57665;657
57666;57666;57666;844
57667;57667;57667;890
57668;57668;57668;320
57669;57669;57669;741
57670;57670;57670;924
57671;57671;57671;367
57672;57672;57672;499
57673;57673;57673;822
57674;57674;57674;352
57675;57675;57675;372
57676;57676;57676;435
57677;57677;57677;534
57678;57678;57678;345
57679;57679;57679;715
57680;57680;57680;427
57681;57681;57681;895
57682;57682;57682;725
57683;57683;57683;759
57684;57684;57684;888
57685;57685;57685;988
57686;57686;57686;409
57687;57687;57687;923
57688;57688;57688;569
57689;57689;57689;918
57690;57690;57690;680
57691;57691;57691;660
57692;57692;57692;992
57693;57693;57693;828
57694;57694;57694;588
57695;57695;57695;724
57696;57696;57696;902
57697;57697;57697;975
57698;57698;57698;875
57699;57699;57699;862
57700;57700;57700;836
57701;57701;57701;614
57702;57702;57702;656
57703;57703;57703;734
57704;57704;57704;670
57705;57705;57705;984
57706;57706;57706;603
57707;57707;57707;447
57708;57708;57708;899
57709;57709;57709;315
57710;57710;57710;587
57711;57711;57711;894
57712;57712;57712;300
57713;57713;57713;778
57714;57714;57714;876
57715;57715;57715;891
57716;57716;57716;451
57717;57717;57717;756
57718;57718;57718;886
57719;57719;57719;655
57720;57720;57720;478
57721;57721;57721;991
57722;57722;57722;561
57723;57723;57723;699
57724;57724;57724;897
57725;57725;57725;384
57726;57726;57726;539
57727;57727;57727;403
57728;57728;57728;874
57729;57729;57729;327
57730;57730;57730;400
57731;57731;57731;543
57732;57732;57732;712
57733;57733;57733;455
57734;57734;57734;579
57735;57735;57735;784
57736;57736;57736;748
57737;57737;57737;615
57738;57738;57738;684
57739;57739;57739;728
57740;57740;57740;588
57741;57741;57741;602
57742;57742;57742;701
57743;57743;57743;373
57744;57744;57744;422
57745;57745;57745;817
57746;57746;57746;641
57747;57747;57747;573
57748;57748;57748;410
57749;57749;57749;856
57750;57750;57750;530
57751;57751;57751;639
57752;57752;57752;630
57753;57753;57753;811
57754;57754;57754;420
57755;57755;57755;763
57756;57756;57756;300
57757;57757;57757;671
57758;57758;57758;531
57759;57759;57759;820
57760;57760;57760;835
57761;57761;57761;321
57762;57762;57762;897
57763;57763;57763;936
57764;57764;57764;456
57765;57765;57765;690
57766;57766;57766;563
57767;57767;57767;431
57768;57768;57768;715
57769;57769;57769;995
57770;57770;57770;803
57771;57771;57771;403
57772;57772;57772;562
57773;57773;57773;424
57774;57774;57774;681
57775;57775;57775;768
57776;57776;57776;547
57777;57777;57777;893
57778;57778;57778;308
